,name,stars
735,Thiti-Dev/git-3D-garden,3
736,LeonardoGarciah/react-event-platform,3
737,reef-chain/mobile-app,3
738,greg4949/Semi-Snitch,3
739,htranchung/price-match,3
740,thisdot/lets-chat-with,3
741,LearnOfficial/Learn,3
742,smartcontracts/coolgraph,3
743,CrispenGari/docmaster,3
744,bbairdgen/uniquist,3
745,HadesHappy/nft-market,3
746,Whil117/RhythmMusicAPI,3
747,jengle-dev/JJR-Bookstore,3
748,Tenderly/boba,3
749,jaimebarrancos/the-lenscriber,3
750,wpcodevo/nextjs13-apollo-client,3
751,spasiu/ct-mobile,3
752,realstoman/github-stats-graphql,3
753,0xukhezo/TreasuryDAO,3
754,snehakafle113/cs490-project,3
755,Nick-likes-Rust-and-Next/No-Shelf-Control,3
756,abel-masila/rn-stepzen-ts,3
757,Leomotors/producktivity,3
758,Ph-lo/Space-Data,3
759,makeitrealcamp/top-v27,3
760,sherlock-audit/2023-03-Y2K,3
761,Inner-Worlds/inner-worlds-ui,3
762,alexandervantrijffel/photoreviewer,3
763,philipstubbs13/frontend_masters,3
764,SetMedinaVZ/Sem6_ElEquipo,3
765,Ge0rg3e/Collectarr,3
766,rubenmarcus/nftweet.co,3
767,carletex/juicebox-hackathon-1,3
768,vaakian/xted,3
769,code-bootcamp/yoramyoram-client,3
770,lsieck519/GigIt,3
771,nishanprime/ErrorHandling_Madeeasy_GeaphQL_Apollo,3
772,dhavalk-simform/react-antd-graphql-boilerplate,3
773,Reptartheman/DoggyDojo,3
774,ymgyt/opentelemetry-workspace,3
775,competitivebidding/frontend,3
776,Aakrut/decentragram,3
777,Dr169/Air-condition,3
778,zeeshanasim78/PIAIC-Work,3
779,Portkey-Wallet/portkey-web,3
780,Portkey-Wallet/portkey-wallet,3
781,UOA-CS732-SE750-Students-2022/project-group-viral-vtubers,3
782,rapperthedabber/Musician-Match,3
783,miacias/brew-buddies,3
784,polkassembly/polkassembly,3
785,ablfaxl/financetor,3
786,sholance/cswap,3
787,hqasmei/sportstable-t3-stack,3
788,yusefnapora/self-serve-mint,3
789,wilsoncusack/nouns-vote-with-reason,3
790,l1xiangyi/csc4001-submission,3
791,benediktms/hive-mind,3
792,clementvtrd/boilerplate-graphql,3
793,Shunkicreate/busdes-kic-web,3
794,emmaparis/Invisible-Friend,3
795,La-Societe-Nouvelle/LaSocieteNouvelle-Website,3
796,AAAirdropper/AirdropDAO,3
797,ToferC/epi_center,3
798,ShubhamVishwakarma11/LeetCode-Buddy,3
799,weavrdao/weavr-app,3
800,estepanov/next-auth-prisma-pg-apollo-typescript,3
801,urfit-tech/lodestar-app,3
802,top-comengineer/tornado-core,3
803,Ingenieria-Web-UdeA/recogidas-y-despachos,3
804,Muhamadirfanm134/react_muhamad-irfan-maulana,3
805,jeanaica/blog-cms,3
806,leo-drive/leogate,3
807,AstarNetwork/astarwebsite_v2,3
808,wchorski/KYPN,3
809,annaperlack/Quizzinator,3
810,app-clones/nevernote,3
811,hyeongrok7874/world-quiz,3
812,kinngh/learning-shopify-app,3
813,seg491X-team36/virtual-spatial-navigation,3
814,TopTen1004/Swell-Network,3
815,CheckmarkDev/checkmark,3
816,XLabs/wallet-monitor,3
817,dimitritsampiras/olympian,3
818,codingrank/codingrank-website,3
819,nagendrachoudhary/BohemianTraders,3
820,luksvrd/Rally,3
821,foxytanuki/jpyc-info,3
822,beefbones/swapshop,3
823,escrin/nftrout,3
824,binary4oul/graphql-react-prisma,3
825,bakaphp/kanvas-core-js,3
826,danielgregoire34/perfect-parlay,3
827,ptashek/sensors,3
828,debabin/next13-state,3
829,kripto-c/socialLite,3
830,gaogao-asia/key3hackathon,3
831,XiNiHa/redwood-blog,3
832,cyberconnecthq/cc-livepeer,3
833,salemkode/explorer,3
834,zigamacele/ami,3
835,SDA-SE/backstage,3
836,amigo7412/zex,3
837,suhailkakar/FVM-x-Livepeer-Example-App,3
838,plecrx/nx-monorepo,3
839,uzh-bf/gbl-uzh,3
840,imvidhika/Apecoin-Dao,3
841,harrisonboatman/Jate2.0,3
842,Git-Vdim-Hub/lunchroom-inventory-app,3
843,jaohara/easily-poll-students,3
844,Nevin-Lewis/job_searcher,3
845,MaayanLab/server-templates,3
846,boost-entropy-repos-org/gauzy,3
847,tanglero4/Subs-Tracker,3
848,icodejsx/blog,3
849,kpeazzoni/plan-tracker-app,3
850,devking877/scafMaster,3
851,wonderGuy920/web3-dapps,3
852,devking877/ethermas,3
853,blakewilson/faust-gutenberg-decode-demo,3
854,BaileyM96/Love.Dev,3
855,quiddy-gg/ecommerce-fashion-starter,3
856,SacredDevKing/apollo-graph,3
857,0xF48/playdao-ethdenver2023,3
858,OlekSytn/Stake,3
859,jetkub/kingme,3
860,sinatra-pod/the-force,3
861,OlekSytn/newScaffold,3
862,lens-goal/lens-goal-app,3
863,WildCodeSchool/2209-wns-rivest-groupe3-back,3
864,jpzhangvincent/nft-hot-pot,3
865,rishichawda/rishikc.com,3
866,areas-boot-camp-projects/cheat-leaf,3
867,alexanderclayton/TeamAwesome,3
868,RichardBaier/dundrag,3
869,TGray95/congenial-spork,3
870,RyStreet/git-fund,3
871,bebdomains/b7b,3
872,jinzhanye/stars-books-admin,3
873,forest-watcher/forest-watcher-desktop,3
874,BenjaminWatts/sst-tamagui-starter,3
875,IqbalAhmadi/Reminder-Nurse,3
876,Pupmos/telegram-automation,3
877,comet19950902/famous-tic-tac-next,3
878,react-native-village/999-mobile-app,3
879,PeerMeHQ/extensions,3
880,mvanhalen/sveltekit-lens-protocol,3
881,harrynull/webnei,3
882,naqibhakimi/saas-ecommerce,3
883,FuelLabs/demo-block-explorer,3
884,L422Y/wpgraphql-nuxt-apollo-with-jwt,3
885,osu-pulse/osu-pulse-client,3
886,lssleo/nft-marketplace-next.js-graph,3
887,UoaWDCC/nzpmc-exam-portal,3
888,Dr169/ApolloClient-GraphQL,3
889,Sagar-Kap/FullStackOpen,3
890,Jouryjc/nestjs-mongodb-graphql-vue3,3
891,WesleyLere/Spudget,3
892,pbp66/hand-me-ups,3
893,ddwk21/cyclone,3
894,Apro2011/Collaboration-Project,3
895,renfunny/anime-bootcamp,3
896,nathan2slime/spacekrypton,3
897,Bryandalton/kandy-karma,3
898,mysandesh/sme-project-manager,3
899,talk2MeGooseman/better-information-panel-extension-reactjs,3
900,bandinopla/weightxreps-client,3
901,byronwade/byronwade.com,3
902,lepus-shinagawa/lepus,3
903,hunjoonrhee/uber-eats-clone,3
904,engeldlgado/e-commerce-ia,3
905,Bundlr-Network/webbundlr-basics,3
906,VladimirCores/Nuxt-Apollo-GraphQL-Hasura-Codegen,3
907,mikemainguy/diaquest,3
908,never-w/qiufen-vscode-extension,3
909,robertturk725/Messenger,3
910,ComicScrip/wild-socks,3
911,BrianSChapman/my-friendly-monster,3
912,UCI-team-project/communiTEA,3
913,WildCodeSchool/2209-wns-shamir-eco-challenge-mobile,3
914,InsanityMT/test-task-autentika,3
915,deep-foundation/npm-packager,3
916,DamasoMagno/Portfolio,3
917,abrowncownow/DevHub,3
918,gulogulo208/sojourner,3
919,andreahergert/curriculum_corner,3
920,TuinderJ/dinner-picker,3
921,vegasandroid/RealChatting,3
922,Steezy1416/brickstreet,3
923,FAANG/dcc-portal-frontend,3
924,oneclickdapp/redwood-ethereum-login-demo,3
925,meemproject/meem-app,3
926,patrick91/next-time,3
927,blu3bloodedcod3r/CCsSalon,3
928,distributeaid/toolbox,3
929,johnymontana/fullstack-graphql-movies,3
930,UTSCC09/project-horizon,3
931,gurujustin/sda-frontend,3
932,DusterTheFirst/stfu,3
933,superdevblock/SearSwap,3
934,superdevblock/HectorDAO,3
935,superdevblock/SpaceStake,3
936,superdevblock/pancakefork-swap-sdk-master,3
937,KiranRevanna1/redwood,3
938,team-rtest/rtest,3
939,nw2023hackers/shopalive,3
940,nguyenminhkhmt/fullstackopen,3
941,its-notreal/graphsofconcern,3
942,NaikAayush/paymyapi,3
943,TakeshiYoshi/music_game_maps,3
944,somethingnew-co/prismic,3
945,jesterb0206/redux-store,3
946,ASL-LEX/SignLab,3
947,Plataforma-Educacional/attendance-system,3
948,Jahia/external-provider,3
949,TheTributeCommunity/fesbal-frontend,3
950,jiangdonghan/nextjs-blog,3
951,0xPikapool/website,3
952,btempini/dev-log,3
953,superdevblock/pancakefork-frontend-develop,3
954,BluSkreen/malie-hotel,3
955,daisyle0203/UPIN,3
956,slwooten/mern-boiler-gql,3
957,WouterrV/marketplace,3
958,til2to/ecommerce,3
959,MH4GF/graphql-codegen-client-preset-example,3
960,starman1121/IceDao,3
961,Kyle-Undefined/tera-raid-info,3
962,robinmetral/gatsby-starter-oss,3
963,edyta0106/Golden-Goose-Finance,3
964,USIREVEAL/SYN,3
965,shogo4131/gql-apolloclient,3
966,mstan19/cozia,3
967,cbaird21/frogr,3
968,keinsell/neuronek,3
969,learnwithredwood/rotten-ratings,3
970,rsmile310/meteor-react-node-mongo-starterkit,3
971,RiusmaX/MDS-MBA1-SocialNetwork,3
972,navikt/sykefravarsstatistikk,3
973,meeshkan/bank,3
974,Zuxaw/stks-starter-kit,3
975,kelcheone/dapp-template,3
976,devngeni/bsc-market-making-bot,3
977,Signal-K/client,3
978,Luferov/next-nest-template,3
979,BeejayDev/Graphql-ts-server,3
980,rajneeshweb/TodoList,3
981,palminski/loquacious-conversationalist,3
982,TimGrevendonk/react_2022,3
983,atasoyh/startup-app-be,3
984,TDG-Org/Statue-Status,3
985,magnetcrypto/api,3
986,BryanHuynh/EquationHub,3
987,mikwis01/e-commerence-app,3
988,cheeterLee/messenger,3
989,goodcodeus/starter,3
990,apollo-server-integrations/apollo-server-integration-cloudflare-workers,3
991,dshukertjr/graphql-example,3
992,deanamiel/dex-arbitrage-bot,3
993,apriltaoyvr/pokedex,3
994,make-a-big-deal/unnamed,3
995,code-rain002/Smart-Contract-Autoshark,3
996,Nazeeh21/destack,3
997,prowebdev119/ever-co,3
998,DebjitPramanick/Event-Booking-App,3
999,dabit3/beautiful-uis-on-ethereum,3
